ilce_id,ilce,il,year,crop,verim_kg_da,gdd_cum_season,gdd_flowering,vernalization_days,tp_season_sum,tp_winter_sum,tp_flowering,tp_grain_fill,aridity_index,heat_stress_days,t2m_flowering_mean,t2m_flowering_max,tdiff_mean,ssr_flowering_sum,ssr_season_sum,ndvi_max,ndvi_mean_season,ndvi_integral,ndvi_flowering,ndvi_grain_fill,ndvi_spring_slope,greenness_days
1163,Babaeski,Kırklareli,2019,bugday,445.0,3559.9700000000003,574.69,61,496.35,317.1700000000001,51.559999999999995,35.63999999999999,0.46317007533802573,26,18.274516129032257,25.027419354838706,11.310555555555554,660.11,3843.5499999999997,0.5988442780223013,0.42058507471375955,7.570531344847672,0.5572907990051394,0.4277407120064027,-0.0009444425888226277,0
1163,Babaeski,Kırklareli,2020,bugday,352.0,3752.7149999999997,543.2449999999999,51,439.13,192.16,71.26,68.47000000000001,0.39133526993992257,15,17.3441935483871,24.115161290322586,11.677889273356401,655.2299999999999,4067.9399999999996,0.6048500782674056,0.44924157304936124,8.086348314888502,0.5269409251679388,0.43763005863095905,-0.0017316650684846043,16
1163,Babaeski,Kırklareli,2021,bugday,483.0,3555.51,533.905,58,716.1500000000001,478.68,58.6,63.760000000000005,0.7228070521708525,9,17.102258064516132,23.206129032258065,10.520138888888889,680.8100000000001,3826.01,0.6134348107355738,0.45191066764132276,8.13439201754381,0.5595268228599131,0.46256484544306153,-0.000869104052968942,32
1163,Babaeski,Kırklareli,2022,bugday,438.0,3445.385,551.33,50,520.54,379.26000000000005,25.990000000000006,44.26999999999998,0.47852092784451133,27,17.686774193548384,25.150645161290324,11.32576388888889,762.4200000000001,3943.88,0.5694302434806282,0.40242295670782446,7.243613220740841,0.5583391193095464,0.39986699117918045,-0.00011048393577229497,0
1163,Babaeski,Kırklareli,2023,bugday,411.0,3837.175,506.35,55,403.3,173.08000000000004,46.510000000000005,34.35,0.38595429117729285,14,16.13741935483871,22.204838709677418,11.180208333333333,575.88,3779.36,0.6036611876558589,0.3299208186633355,5.938574735940039,0.46907669654160855,0.32230107127489116,-0.0013571455264209343,16
1163,Babaeski,Kırklareli,2024,bugday,408.0,4160.43,523.115,50,445.49999999999994,290.63,42.85,8.760000000000002,0.3591494330327114,31,16.666774193548388,23.37258064516129,11.814636678200692,673.8800000000001,4062.8100000000004,0.6028331697084293,0.37753385200500017,7.173143188095003,0.48936298994797467,0.37429482802675895,-0.002253012106941874,16
1250,Çerkezköy,Tekirdağ,2017,aycicegi_yaglik,244.0,2154.745,493.51499999999993,0,305.87000000000006,,69.3,26.84,0.3013912998239427,7,23.69322580645161,28.41838709677419,8.890382513661203,765.2900000000002,3863.42,0.6003760260387282,0.4464210020786345,4.91063102286498,0.4057869105212187,0.3122456531654053,-0.0014543587532213052,16
1250,Çerkezköy,Tekirdağ,2018,aycicegi_yaglik,210.0,2344.5099999999998,520.8,0,321.81000000000006,,83.59,3.8600000000000003,0.3370030294850312,1,24.61483870967742,28.843225806451613,7.870710382513661,760.83,3806.1099999999997,0.5776144558090034,0.4124431963151664,4.53687515946683,0.4425037802508506,0.347508973383365,-0.002491921210881638,0
1250,Çerkezköy,Tekirdağ,2019,aycicegi_yaglik,250.0,2236.675,486.38500000000005,0,234.29999999999998,,58.97,33.04,0.23556863666848582,3,23.52645161290323,28.098064516129035,8.29224043715847,743.0199999999999,3865.42,0.581179277880317,0.3884379864963,4.2728178514593,0.41373016341864943,0.29480404165678803,-0.001990922170678209,0
1250,Çerkezköy,Tekirdağ,2020,aycicegi_yaglik,245.0,2211.5299999999997,497.5299999999999,0,202.31,,4.930000000000001,9.719999999999999,0.1978728792012617,2,23.88677419354839,28.284838709677423,8.529617486338799,803.9700000000001,3954.7500000000005,0.5795269160199558,0.3988628974156819,4.387491871572501,0.40548367350159076,0.2781092919160906,-0.002116256125742918,0
